# Output Constellation (Received & Equalized)
# Real Imaginary
-0.972632 3.01668
-0.936451 3.00116
-3.02115 -2.95379
-3.0408 -2.96268
2.96476 2.97869
-1.0034 1.00669
0.988484 -1.00857
-2.96662 -2.98479
-0.938178 0.96519
-1.0194 1.00839
0.992735 -1.0023
2.92625 -0.992628
-3.01056 2.99224
0.956335 -2.99419
1.00844 2.96483
3.06949 -3.04413
2.99017 -1.06633
3.04276 -3.00477
-2.98063 -2.99814
2.96666 -2.97982
0.949034 -3.04083
1.02737 -2.97639
0.976067 -2.99442
-0.968619 2.9761
0.987365 -2.95139
2.96849 -1.01555
-0.994631 3.03101
-1.05314 3.00112
3.04467 1.08167
-2.92597 -2.99962
2.94864 1.07639
-3.01722 3.02172
0.991956 -1.06508
2.98962 0.911902
2.98557 -2.99075
-2.98351 -3.01766
3.05169 0.947513
3.07727 3.01782
2.86596 0.96113
-2.87387 1.03362
3.07152 2.94252
-2.94295 3.12189
-1.05769 1.18625
-3.00601 3.01572
1.08867 -2.83654
3.00788 -2.9795
-2.84365 3.03635
-3.01088 3.01108
3.18047 1.07339
2.89333 0.910326
1.11886 -3.20423
-3.01711 1.08288
1.05951 -2.87163
3.00063 -3.01733
2.91959 -2.80695
-0.725399 1.05366
-3.21905 1.21326
0.933095 -0.910911
-2.9864 3.1635
3.00282 1.06235
-0.95695 -1.03387
-1.1844 2.99526
-0.782141 1.20449
-0.971402 -1.11839
-1.1837 0.971025
-2.6882 -0.978061
3.12534 -1.03828
1.18688 -2.95461
-0.9354 -2.89562
3.0499 2.73367
2.9858 -0.796451
1.07345 0.875311
-0.980878 -0.910705
-1.13441 -2.74827
-0.907983 1.03268
0.872747 1.03883
2.94682 -0.951241
-3.03428 -1.13015
0.787161 2.91842
0.971591 0.884935
2.92611 2.88136
1.07501 -3.14534
2.96942 -2.77326
3.05247 -2.94297
-3.18141 -1.40107
1.23813 0.908213
-0.871405 -0.958157
-3.1894 1.09571
1.33477 -2.98322
0.786275 3.15072
2.71964 -2.68423
-1.06899 1.08878
2.92439 1.15027
-1.28569 -1.22882
-3.20542 -1.25555
-2.4592 1.51691
2.78251 1.20189
-3.14817 3.22407
-3.08002 0.756566
0.935621 0.749092
2.87938 0.355904
1.37067 1.02305
-0.528826 3.16182
-0.773984 -3.22551
3.2379 0.67069
-3.03658 -0.816966
-0.923253 -0.82605
0.841746 2.73294
-3.19957 1.1024
-3.08831 -0.98253
0.898098 -3.11907
-3.08045 -3.18132
-1.06271 -0.865415
-3.16966 0.877613
-3.15608 -1.14136
3.27104 1.01047
-2.9713 3.05177
0.803792 -3.02377
1.03286 -1.12022
0.901538 0.776818
-3.19002 -3.05907
3.08574 -2.93195
0.891816 2.8555
-3.07 1.08511
-0.84568 -2.85302
-1.00083 0.99055
3.12995 1.26041
-0.823392 -1.00763
-0.681184 -0.970913
-1.43799 3.08103
-1.0336 -2.94838
3.12325 1.48145
-0.866579 -3.17206
2.58422 1.35356
-1.23341 -2.98079
-3.18429 -1.88371
3.04296 -3.29758
3.03617 -1.01937
-2.9913 -3.24141
0.972431 0.869613
0.87061 -1.36788
1.03185 3.0149
2.88618 -1.19006
2.56104 -3.06174
-1.01941 3.0749
1.01761 -3.00935
3.36756 -0.859449
-2.6305 -3.02693
0.91685 3.29112
1.00056 -3.10377
-3.3097 0.971173
1.09213 -1.06056
3.21078 0.711297
2.97606 3.02965
0.962437 -0.963856
-2.94713 -0.932142
-2.87041 2.88743
3.01033 -2.92116
1.17496 -2.96999
-3.2049 -2.89305
-0.77683 -1.06645
-2.74428 -1.19442
2.97492 3.01705
3.07836 2.86396
2.88146 -0.666301
0.973056 -1.01415
3.17538 3.08347
3.01467 -0.657788
1.02917 -3.0408
0.984291 -2.92599
2.9095 -3.13585
-2.97385 0.762532
2.68335 3.13556
0.822178 2.66247
3.32144 2.53665
0.967098 2.96375
-2.75179 0.981708
-2.72155 -1.1094
-3.07658 -2.87452
-2.63906 0.681978
1.1152 2.65566
-0.781171 -1.00546
2.90746 -1.08203
-2.8208 -0.93585
0.557212 -3.04934
1.12217 0.744488
-2.94037 0.865096
-1.14292 0.940686
-1.07105 -3.16271
1.2922 2.97047
-2.9201 3.13216
3.06027 -2.9932
-0.698174 1.16819
-2.97379 0.641367
-0.985362 3.12723
0.915033 -3.10998
1.00913 1.00498
0.845156 -3.13271
3.00819 1.03277
-1.0105 1.0578
-2.85661 -1.03736
-2.80261 -2.81745
2.97027 -2.95539
1.08901 0.883121
-3.0764 2.87691
3.00636 -1.14766
-2.83539 -3.14608
-3.118 3.08708
-2.96377 2.87673
-2.97917 1.07364
-2.87103 3.02978
-3.03503 1.00815
-1.01681 -2.93085
-1.14563 1.03143
2.98165 1.11852
0.824707 -3.05615
2.9304 0.95276
-3.06082 3.05396
0.877015 -2.89972
-2.70963 -0.795601
-0.59049 0.693935
2.78363 2.81346
3.00576 -0.821449
-2.95984 -0.812662
1.09665 0.972464
3.06024 1.19697
2.85574 2.94837
-2.96345 2.96415
-1.09124 2.91609
-3.00763 -1.02765
0.897275 0.98765
-2.87353 -1.0248
-3.01852 1.07622
-2.99035 -0.838149
2.95515 -3.06523
-1.12295 -0.980134
-1.05725 -3.03111
-0.943345 -0.988122
-0.937324 -0.91359
-1.06205 -2.98912
1.02873 3.02121
3.0051 0.976801
-0.992871 3.03761
-2.94428 -0.968754
3.04223 3.04275
1.00812 2.98726
1.02482 -2.94403
-1.08934 0.984619
-3.03623 0.979723
2.93886 0.980561
-2.9347 -2.96716
-0.985638 -3.05724
-1.0393 -0.98319
-1.08293 -1.04419
1.01693 2.98378
2.98743 2.99805
-3.00869 0.976502
-3.00617 -3.04162
-0.984852 -2.97393
-2.99207 -3.00945
0.997018 0.952706
2.95825 0.980965
-0.972138 -0.980453
0.996085 -3.04739
-2.99109 -0.969932
2.98832 1.0112
1.07323 2.98122
-2.94742 -2.95954
-2.97021 -2.98516
-1.0354 3.00372
1.01242 -0.981482
-2.98227 1.00029
-2.98346 -1.03628
-0.998398 3.02325
0.966172 2.97463
-1.01638 2.97858
-2.95009 2.95513
-3.06879 2.97774
-3.05396 2.9704
-3.02202 2.94114
2.95203 -0.990117
2.95643 0.953033
-0.985059 0.980997
3.01891 -0.96935
-0.974755 2.96917
-2.99858 -2.96076
-2.92778 1.01014
-2.98494 -1.03825
0.976561 -1.01501
-2.90226 0.976044
2.95729 -0.984617
-2.9402 -3.02431
-0.966016 2.98763
1.05904 2.99828
-0.982692 2.97057
-1.12226 -1.03865
0.972562 -3.05177
1.03251 0.914092
3.02506 -0.949425
3.05093 0.994458
0.891778 -0.97155
-1.01368 -0.955133
-0.880243 1.10983
1.11997 -2.76263
3.22858 0.962922
-0.939085 3.02335
2.88589 -0.968874
-0.970311 3.24539
1.0838 2.99347
1.10084 -0.841987
0.930068 0.877364
2.59459 -3.20221
1.22503 3.11475
0.898997 3.01879
-3.04925 -3.0101
2.92177 2.82554
-0.994127 2.96249
-1.01883 -0.945752
2.96393 -0.892436
2.83756 -0.961921
0.942883 -2.84782
-3.07571 -1.15546
-1.00376 -0.837416
-1.15601 0.915977
-0.839372 0.937043
2.86683 -2.85789
2.91096 -1.06717
-2.96072 2.92162
-2.90173 -1.1972
1.15122 -3.13113
-0.995184 -0.93352
0.88242 -3.06834
3.00978 -0.939477
1.05836 0.908425
-0.922598 -3.16811
-1.06899 -0.795437
1.05043 -3.27815
-0.905238 -0.874859
-3.02921 -1.10374
-1.25454 1.2707
-0.901717 2.74635
2.95346 -3.01812
-2.85603 -1.03067
-3.16605 -3.05209
2.57768 -2.65966
-3.23148 -0.752461
-0.861066 2.60251
-3.56267 -1.16811
-3.00503 3.00494
3.45444 3.13672
2.80072 -1.19376
-1.04471 2.72323
0.743945 2.60192
1.17804 2.99017
-3.08491 1.33661
0.856003 -0.804188
-0.968649 1.06924
-1.02728 -3.05007
-1.27763 3.09575
-3.08673 -1.29297
-2.99116 0.933636
3.02803 2.82784
-0.880011 0.834858
-1.12751 -2.98256
1.19812 -1.14212
0.975667 -0.867121
-0.876 3.01708
3.05093 -0.823132
-1.20605 1.21765
-0.899691 2.95845
-2.72141 -1.03466
-0.932439 2.71774
-3.01535 -1.02653
2.77925 3.18244
-3.03719 3.11487
-2.88971 -3.29468
-0.75907 -2.93407
-0.723191 -3.00141
-0.780958 -2.87195
-2.92334 3.10723
1.21404 -0.951656
0.967536 -3.16246
-3.27715 0.911833
-2.92277 2.48402
1.01694 3.16067
-3.19581 -1.06066
3.01047 2.84277
1.42108 -1.43645
-3.23197 1.26741
2.81908 2.99801
-2.97867 -3.30663
-1.12982 -3.20752
2.88781 -1.1714
-2.64088 3.12429
2.50871 -2.94521
3.6005 -1.30462
-0.617627 -0.733827
2.62321 2.96061
3.05072 -2.64654
0.778441 -2.85511
2.763 0.791893
2.87853 3.45206
1.00367 -2.55762
0.86462 -3.41082
2.86833 1.04513
-2.68618 -0.928621
-3.24893 -1.05648
-1.11921 -1.26046
-2.85479 2.75273
0.92673 0.955909
1.09432 0.954142
0.707958 1.0229
-3.01068 -3.30576
-2.80556 -3.0022
-1.12427 -3.27335
-3.1671 3.01408
-0.960978 -3.05193
-3.16271 1.12168
3.10225 1.05649
3.23328 3.12276
1.19153 2.94364
-1.07202 3.10448
2.95033 1.20396
0.962088 3.18843
2.66015 0.774817
-2.93932 1.25594
2.89206 3.04588
-0.938428 -2.69087
-3.00456 -0.546037
-2.85583 -1.1046
-1.1212 -2.91587
0.790851 1.30843
1.31526 1.48098
-3.33071 -1.06049
-3.23966 -1.13401
2.59344 0.893572
0.606925 -1.45549
-0.998637 -1.74134
-0.835826 -3.28518
-1.07231 3.18108
0.649187 0.903868
-0.607642 2.85135
3.45557 1.1009
3.07616 -1.10985
3.0769 -1.03663
-2.70358 -2.91412
-2.63977 -3.01918
-1.14695 0.979161
1.12553 0.846442
3.21194 1.11591
1.02982 -1.10982
2.9478 -0.967938
-0.988208 2.9927
1.04854 1.00251
1.19539 2.64484
-0.867186 1.18079
-0.909948 -2.88795
0.998858 -0.983433
2.90472 2.96586
3.11055 -2.86833
-3.01065 -0.869261
2.92282 -2.95169
-2.88353 -2.91437
0.851374 -1.21967
3.05894 0.869715
0.894481 2.8018
1.07389 -0.973787
1.08996 -0.865493
-0.94454 2.94235
-2.91062 3.20709
-2.91716 0.902466
-0.923773 -3.04759
-2.86838 1.12133
3.04901 1.24047
-1.2196 -1.21062
1.06066 3.06938
-2.85352 -1.03976
-3.11579 1.06904
-3.14111 -3.16134
1.09111 3.05216
-1.03321 2.75348
-3.05873 -0.92063
-2.91249 -0.888637
-2.95152 2.92011
0.987022 0.893585
-0.95557 -3.11232
-2.97164 -0.887254
-0.990595 -0.92556
-1.02145 -0.93349
0.990884 2.95467
3.02898 3.06206
-0.979085 -0.881668
-1.01306 -2.94306
-2.94009 -3.07772
3.05257 2.93143
0.971843 -2.99396
1.04859 -2.95468
-3.00832 -2.98026
0.998894 -3.02309
-1.03971 -1.0308
-0.953885 2.99636
-2.97225 2.95526
3.00643 -2.97946
1.04682 -0.97308
2.9153 1.04949
2.95763 -3.0028
-3.00201 0.982714
-0.997218 -0.973808
0.988773 -1.03092
-3.01071 2.96067
-2.99 -1.01083
1.03578 0.964545
-0.983129 0.990068
3.04725 -0.979413
1.01511 -0.983628
-2.98417 -1.03692
-1.03705 -1.02692
2.98493 -2.94753
-3.07819 -1.00235
3.00587 -0.981923
1.01748 0.950512
3.01334 3.0421
-3.00151 -0.95369
3.03662 -2.98645
3.02829 -2.97443
-2.98276 0.972881
0.920739 0.956162
-0.998105 -0.981237
2.98809 0.977133
-0.98941 3.0008
-0.945726 -3.01176
-2.97653 -0.949662
3.00304 0.974109
-1.02293 3.02139
2.99323 1.00646
-2.90237 3.01164
-2.97312 2.96383
-1.01288 0.981387
1.03041 0.90985
-0.94342 0.937702
-0.975906 2.99095
3.06963 1.05018
0.98462 2.92724
2.99023 1.03331
-1.03358 -0.939764
2.99946 0.951744
0.905132 3.03977
-1.07216 -1.01565
1.10179 -2.90565
-1.02593 -1.00249
2.91763 -1.10971
-1.01736 -2.92276
3.0017 1.11032
0.98926 0.986877
-3.06593 0.781086
2.96925 -0.970776
1.02637 0.990508
0.876729 -3.0809
-1.14288 -0.842726
2.92348 1.04108
-0.976759 -3.03332
1.26171 2.97294
2.9814 0.987888
1.04293 -0.976723
1.05299 2.98845
1.24794 0.858218
-0.944888 3.15375
-0.98337 -3.07473
3.03543 1.05295
-2.96657 -3.05363
3.10885 2.99571
0.961586 -1.13163
-3.12315 -2.96831
-1.03299 3.00794
-1.00469 0.861503
3.13057 -0.824276
2.88384 3.00855
3.07292 2.97005
-3.1742 -3.03545
3.18922 1.03407
-0.915405 3.01253
-0.938541 0.827994
-2.99363 1.03934
0.950751 -0.953459
3.08263 0.97318
0.976308 3.07281
-0.857579 -1.02891
-2.96136 -0.886482
2.82471 -0.820962
-3.02822 -3.1417
-2.94255 -0.985368
3.12469 0.872277
0.992446 1.04
2.92655 -0.761969
0.910391 -1.2326
0.891123 -3.08109
2.87666 3.25596
1.15095 -0.96936
2.97449 -3.22255
3.2769 1.15415
2.87328 -2.61518
2.9616 -3.14461
1.44335 -0.884249
2.83477 0.733118
0.374858 -0.658309
3.18946 1.20721
1.51611 0.685745
0.741313 -3.29573
3.23492 -3.27845
2.82707 0.639482
1.13619 0.767291
1.08631 -2.68648
-2.94635 3.17873
-3.11213 -2.65757
1.26355 -1.2994
-0.870831 0.874232
-2.93394 -2.88837
-0.876608 0.84423
-1.52172 3.06221
2.99082 1.09124
-2.7019 2.78721
-1.07843 1.10554
0.7788 1.1202
0.996957 -3.07949
2.96395 -1.06299
2.97841 -1.27355
1.25938 0.929252
3.38635 -1.15329
1.2172 -1.00686
-3.08175 -2.8361
3.2623 -0.986048
1.04395 -0.845713
-0.864256 -3.03322
-3.19422 -1.08149
2.84177 0.973446
2.96137 -1.08169
1.211 -0.77824
-3.08772 -2.83412
1.22638 -3.03403
-0.98106 2.80204
1.20492 -2.74478
-2.89454 -0.725305
3.06954 -2.84801
3.21649 -2.8489
-2.59456 1.19363
3.22513 -1.1093
-1.13917 0.656943
-0.799587 1.21277
0.881569 -1.06397
-0.988908 -2.68648
2.19442 -1.95907
-0.992111 1.19403
3.11519 -2.73784
3.49007 -1.29732
2.83467 -2.99564
2.71575 -2.70909
-2.79532 -3.15456
2.92177 0.883528
1.09406 2.88677
-1.19421 2.61941
-2.77674 0.850628
-2.92528 3.14324
-1.11288 -1.10306
-1.17745 3.19703
2.98958 3.17982
-3.14 -2.90537
3.00165 -2.97694
-3.17602 -2.72301
-0.952288 0.968121
2.843 -2.93285
-1.18406 1.00301
0.888486 3.05168
-0.78873 3.15015
-1.10442 1.21033
1.19809 -1.09682
2.90407 0.976027
1.14959 -2.81341
-3.14296 1.07808
-2.82324 -0.96379
-1.2735 2.86602
2.73956 1.06124
2.81477 -1.22168
3.03185 3.31512
-0.829441 -0.792949
-2.62615 -0.787343
0.622053 -2.57804
3.13203 0.948117
-0.571782 3.34917
-2.97945 -3.07234
-0.894715 -1.19777
-2.66193 -1.50959
-3.18199 2.83752
3.07705 -3.22596
1.22268 -1.06313
2.83473 3.00411
-0.845572 0.915006
3.06515 -0.648282
-0.900794 3.06801
1.03919 0.820919
-1.03073 0.762079
0.706691 1.14918
-1.04424 0.809181
3.00862 -1.00508
-0.967247 1.10208
-3.08589 -2.95183
1.07587 2.81714
-3.13399 3.03825
2.81026 -2.99171
1.11345 2.90671
-0.943931 -0.85747
-0.926078 2.98785
-1.11269 0.874312
-0.88488 -2.97591
-0.827982 2.97366
2.96056 -1.01497
2.83278 1.0359
1.18859 1.06343
2.9467 -3.19414
3.00559 0.923197
0.879742 -2.95038
1.08596 0.980208
-1.22411 0.850266
-2.99565 3.02553
0.97219 3.19674
0.996074 1.13818
-0.92439 3.30135
-1.0225 -3.02865
0.994978 -2.97646
